v,j,l
-1,5844,117
-1,1001,100
1,19897,144
1,22855,215
1,23146,127
-1,15405,27
1,21808,191
1,12251,253
1,13439,1
1,31315,13
1,29593,225
-1,15803,200
1,22085,175
1,29317,47
-1,9370,123
1,12459,141
-1,2427,40
1,16697,80
-1,1397,26
1,23396,53
-1,17139,8
-1,27072,61
1,22550,27
-1,28431,41
1,24892,26
-1,10455,53
-1,2408,172
1,31811,115
1,1052,195
-1,28823,165
1,17407,39
-1,9571,120
1,30733,252
-1,7918,161
1,24137,131
-1,5717,203
1,13872,43
1,17433,226
1,2047,240
1,32611,169
-1,30685,180
-1,9919,46
-1,12899,167
-1,25360,130
-1,22612,68
1,7806,204
-1,14794,160
1,30488,170
-1,16909,244
-1,30337,133
-1,25724,161
-1,3782,209
1,31994,204
-1,20595,221
1,4151,55
-1,17476,211
-1,1083,206
-1,24027,95
1,24092,63
-1,7235,109
1,31575,125
-1,1371,219
1,30527,158
-1,20251,68
-1,21271,233
-1,12840,209
1,4683,61
1,27490,87
1,11400,97
-1,9901,191
1,16115,21
-1,23893,79
-1,22451,199
1,2395,167
-1,12576,38
1,4037,71
-1,16844,198
1,2037,123
1,18568,109
-1,6459,91
-1,17516,255
-1,32541,132
1,25023,145
1,4999,111
-1,17509,112
-1,8965,194
1,31187,121
-1,17808,79
1,29427,208
1,17903,210
-1,25399,150
-1,10461,108
1,24064,168
1,11864,98
1,28270,167
-1,16693,182
-1,744,150
1,26056,61
-1,16085,205
1,27874,206
1,9639,204
-1,299,84
-1,31636,129
1,12714,42
-1,22567,126
-1,31463,187
1,3967,55
-1,24495,168
1,9454,53
-1,29624,172
1,23603,167
-1,4901,243
-1,16706,112
-1,23439,248
1,7326,165
1,25293,35
1,6271,242
-1,2186,199
1,5254,57
1,2729,249
1,11380,72
1,7551,82
-1,27599,177
1,25777,219
-1,31287,188
1,6213,62
-1,8574,196
1,10460,27
-1,17408,4
-1,7772,230
1,5162,101
1,19397,115
-1,6729,16
-1,17149,26
1,6312,176
-1,19488,246
1,31328,249
1,30992,17
-1,1159,190
-1,24597,207
-1,31183,2
1,7562,133
-1,13369,29
1,16323,112
-1,10373,206
-1,2787,7
1,27313,47
1,4428,196
1,26288,104
1,8337,13
-1,20904,176
1,24652,59
1,24715,224
-1,594,173
-1,1281,93
1,5421,181
1,4015,105
1,20933,55
-1,5078,251
1,21460,77
-1,27803,188
-1,4200,157
1,4882,23
1,31075,151
-1,9447,246
1,19987,191
1,2561,80
1,28631,223
1,2609,20
1,15720,147
-1,2876,159
-1,11856,159
-1,18489,148
-1,1647,39
-1,19514,106
1,7829,224
-1,8379,99
1,15632,21
1,16720,34
-1,8804,43
-1,11772,198
1,3750,64
-1,23485,104
-1,14201,71
1,9818,242
1,9422,19
-1,31219,193
-1,20351,129
-1,8280,224
-1,26409,49
1,11376,252
1,18868,214
1,24605,109
1,2034,153
1,15497,219
-1,938,182
1,11840,235
-1,10325,245
1,18435,166
-1,17689,83
1,22384,53
1,27475,200
-1,22540,114
-1,21243,48
-1,742,133
-1,13047,23
-1,2268,202
1,19194,237
1,1564,251
1,16104,205
-1,15349,225
-1,17293,243
1,10529,153
-1,1116,67
-1,6909,28
1,26270,243
1,32619,111
1,26835,12
-1,15600,198
1,10639,177
1,29835,176
1,18866,88
1,25511,51
1,27744,252
1,15959,45
-1,6750,10
1,5073,27
-1,17620,41
1,28518,177
1,16373,54
-1,17663,164
1,5570,185
-1,28950,68
1,32277,113
1,19324,54
-1,2146,60
1,4351,28
1,12418,170
1,5403,158
1,29241,213
1,24525,253
-1,16026,95
1,27391,253
1,22964,197
1,4121,153
1,30051,112
1,164,63
1,22799,161
1,29370,102
1,1298,10
-1,10469,34
-1,3450,186
1,12411,217
1,9234,136
-1,15608,53
-1,3972,84
-1,31352,78
-1,17515,94
-1,13805,250
1,6045,107
-1,27547,144
1,6434,117
-1,32410,21
-1,24582,101
-1,8285,93
1,2808,80
-1,31938,68
1,3625,220
-1,10571,30
1,20251,25
-1,29191,115
1,20541,94
-1,10502,5
1,23595,251
-1,32312,142
1,24336,198
1,18707,199
1,27880,173
1,6426,0
1,10852,82
1,16675,25
1,973,49
1,3738,144
-1,26284,62
1,27974,102
1,1136,106
1,27158,30
-1,2118,105
-1,18014,52
-1,32346,69
1,27001,142
1,28679,195
1,23828,143
-1,13158,21
-1,17040,34
-1,7453,142
1,10436,160
-1,27600,61
-1,3566,233
-1,8781,157
-1,24683,236
-1,27824,126
1,12596,64
-1,1351,253
-1,6138,180
-1,1631,23
-1,15401,84
1,25786,134
1,13634,77
-1,804,211
1,30890,9
-1,17912,196
-1,32401,10
-1,8359,17
1,20761,140
1,21514,126
-1,3694,196
1,9551,232
-1,15689,114
-1,14190,9
1,7744,183
1,24756,189
-1,5456,168
1,656,53
-1,5391,28
-1,15492,219
-1,9246,126
-1,21237,189
1,22312,58
1,1644,147
1,1071,64
-1,5666,50
1,10446,208
1,25492,193
-1,19484,195
1,23333,4
-1,14209,176
1,21074,101
1,4406,141
-1,7813,240
-1,1899,33
-1,2021,80
-1,10922,86
-1,14342,225
-1,30479,13
1,26534,187
-1,20344,90
-1,12031,49
1,21604,182
-1,2394,26
-1,1193,185
-1,22632,104
1,4773,15
1,11080,182
1,8064,195
1,12730,210
1,2908,136
-1,8624,79
-1,12694,172
-1,13309,112
-1,25006,31
-1,14040,112
1,1663,199
1,611,136
1,22474,220
1,19997,115
1,13578,113
1,3821,235
1,5711,15
-1,20215,71
1,5852,106
1,2295,222
1,13969,144
-1,28937,111
-1,22757,145
1,16872,153
-1,25198,244
-1,23457,215
-1,17993,51
-1,3547,96
1,21134,13
-1,23520,11
1,24495,135
1,26780,235
-1,2621,8
1,27872,50
-1,18415,183
1,12525,37
-1,17626,178
1,19671,59
-1,6788,150
-1,28704,182
-1,29848,224
1,20065,194
-1,975,103
-1,23589,44
-1,11594,204
-1,21066,164
1,18842,239
-1,16011,247
-1,15887,77
1,14286,49
-1,6637,245
1,12715,116
1,5518,216
-1,18718,161
-1,21331,241
-1,24019,37
-1,1945,92
1,15579,150
-1,13542,229
-1,556,109
-1,9211,135
-1,2281,249
-1,2752,191
-1,26395,187
-1,28437,223
1,21962,184
-1,29038,254
-1,8328,229
1,19383,226
-1,14989,11
1,5815,163
1,8425,164
1,9919,232
-1,26693,18
1,13106,190
-1,11859,6
1,22236,122
-1,30626,14
-1,642,6
-1,17591,160
-1,17841,33
1,26008,144
1,16702,191
-1,12513,88
1,6489,217
-1,2946,131
1,6413,47
-1,13029,64
1,29456,31
-1,10636,196
-1,14589,2
-1,9669,168
1,18595,68
1,5135,179
-1,10661,125
1,2404,74
1,7393,71
-1,3487,24
-1,15127,222
-1,14417,73
-1,26875,177
1,7337,123
1,17551,70
-1,30424,89
1,26912,244
-1,21906,9
-1,17307,117
1,11374,51
1,2979,110
-1,32119,148
1,8312,249
-1,28020,102
1,30636,217
-1,17787,150
1,9799,194
1,18010,53
-1,17544,238
1,22242,168
1,1071,31
1,29253,36
1,23089,216
-1,10723,182
1,30054,189
-1,16274,59
-1,31932,26
-1,729,140
-1,10722,160
-1,11518,97
1,10577,132
1,28646,90
-1,27163,70
1,20501,189
-1,7514,186
-1,12789,166
1,12546,163
1,32536,59
1,15533,18
-1,23310,218
-1,19843,247
-1,5841,236
1,10194,249
-1,30782,100
1,2508,68
1,14184,125
1,31437,136
1,9100,155
1,7773,218
1,30161,58
-1,24608,116
1,8181,153
-1,3076,112
-1,5716,179
-1,8191,58
1,28197,214
1,19178,172
-1,6234,69
-1,14836,64
-1,11525,147
-1,19500,213
-1,23189,11
1,13678,140
1,30469,91
-1,8863,143
1,11631,213
-1,4959,80
1,3225,50
1,19208,16
-1,2558,48
1,17464,172
-1,19327,160
1,16017,87
1,19533,41
-1,465,119
-1,2694,27
-1,26178,36
1,16580,137
-1,25234,25
1,6843,119
1,14083,83
-1,29920,96
1,16726,176
1,2478,228
-1,10491,2
1,31330,97
1,31348,132
1,8537,77
-1,11401,108
-1,18160,62
-1,25049,16
-1,29454,152
1,25996,62
-1,1542,249
1,17215,214
-1,32420,90
-1,12390,183
-1,16273,86
-1,4506,126
1,1586,124
1,26739,124
1,27085,94
1,1695,239
-1,1090,8
-1,10224,19
-1,7464,189
1,17837,95
1,24285,164
1,32491,211
1,30818,55
-1,23640,115
-1,30549,206
-1,12131,172
-1,6153,34
1,18795,14
1,5215,211
1,9467,204
1,31964,85
-1,4635,22
-1,21134,136
1,19435,251
1,26953,69
1,19258,178
-1,12647,175
-1,31267,106
1,24632,213
1,23605,232
1,567,91
1,8341,233
1,11199,165
1,7922,196
-1,9248,58
-1,22462,76
-1,1055,135
-1,4094,218
1,21062,97
-1,21572,212
-1,23023,180
-1,8784,5
1,32369,206
1,26230,111
1,9950,27
1,13629,252
-1,9623,8
-1,17506,10
-1,29881,180
-1,3734,62
1,14516,208
1,8092,198
-1,15793,254
1,213,98
1,18488,90
-1,30748,214
-1,28897,232
1,23871,74
-1,30033,226
1,14993,215
1,25831,49
1,1151,25
1,9397,187
-1,18366,145
1,1229,105
1,27540,236
1,22143,111
1,15159,24
-1,615,165
-1,22246,174
1,17576,40
-1,12241,170
1,12017,236
1,6487,40
1,19533,183
-1,16589,135
-1,19026,204
1,19383,164
-1,21722,70
-1,1962,185
-1,24645,19
-1,11283,135
1,23351,18
1,32713,68
-1,18901,254
-1,14403,14
1,8834,51
1,19731,36
1,6850,9
1,7985,21
1,26602,110
-1,26761,58
1,31459,171
-1,29915,207
1,14409,42
-1,8194,241
1,4754,148
1,9461,78
1,14529,234
1,26639,96
1,31199,184
1,14148,95
1,1196,245
-1,17096,75
1,23242,184
-1,10619,40
-1,28412,70
-1,1440,121
-1,8298,247
-1,12455,153
-1,3137,21
1,30265,47
1,12530,224
1,22574,156
1,14667,199
1,26799,45
-1,30314,159
-1,5932,72
-1,10693,180
1,15771,50
-1,27170,43
1,12930,99
1,29838,2
-1,1050,232
-1,3006,253
-1,1347,53
-1,1823,86
1,8441,131
-1,11224,215
1,7084,183
1,9673,140
-1,11993,215
1,26204,214
1,31928,216
1,27673,66
1,1296,106
-1,26843,251
-1,4979,74
1,30642,248
1,15165,156
-1,5778,68
1,15787,6
1,12567,156
-1,31653,205
-1,18308,17
1,1101,111
1,32422,210
-1,6461,145
1,3259,170
1,2705,138
1,27474,36
1,20619,43
-1,8982,156
-1,8326,99
1,21830,62
1,6066,10
1,580,189
1,3997,185
1,7402,250
1,4549,162
-1,19430,49
-1,13877,191
1,7336,23
-1,5338,247
-1,11712,96
-1,176,51
1,6475,142
1,20227,88
1,14583,207
1,7995,100
1,22051,130
1,3725,112
-1,25098,34
1,13939,152
-1,12358,81
-1,4416,55
-1,29487,143
1,19592,233
1,10194,228
-1,6277,15
1,3034,173
1,25330,33
-1,27201,12
-1,77,128
-1,8602,70
-1,14918,14
1,29969,41
1,31833,202
1,7389,111
-1,31488,70
1,17007,66
-1,21282,25
1,15579,131
1,448,145
1,5805,234
-1,20040,171
1,28864,237
1,10409,237
-1,20715,246
1,2360,48
1,2436,144
1,4207,155
1,15149,233
1,29182,70
-1,6265,252
1,4402,196
-1,20540,235
1,12918,90
1,29877,60
1,8334,68
-1,26395,183
1,40,232
-1,28746,9
-1,3955,118
1,23789,211
1,3784,210
-1,6170,66
1,1308,185
1,15810,209
1,23723,214
-1,6140,245
-1,25450,88
-1,10612,196
-1,2582,106
-1,21503,206
1,11457,169
1,2812,218
1,28700,196
-1,1921,154
1,7122,89
1,22716,245
1,8923,232
1,14324,185
-1,12815,197
-1,24276,196
1,30415,125
1,32163,177
-1,247,52
-1,29490,145
-1,26468,69
-1,6207,222
1,20408,116
-1,13021,59
-1,16838,103
1,13638,104
-1,17649,19
1,26819,108
1,22588,196
1,6039,247
-1,25328,103
-1,3428,24
1,16668,76
1,14644,5
-1,26910,115
-1,15880,97
-1,18436,130
-1,16211,228
1,29128,97
-1,26982,230
1,13839,167
1,22041,147
-1,2132,206
1,4801,3
-1,11376,225
-1,2212,67
1,3398,213
1,25988,134
-1,14175,92
-1,23793,74
1,20340,27
-1,32251,32
-1,20632,86
-1,475,191
-1,711,242
-1,13661,19
1,28208,131
-1,13823,227
-1,10779,39
1,13831,61
-1,18346,105
-1,30348,199
-1,32285,84
1,32592,127
-1,23686,107
1,17031,48
1,17451,64
-1,26702,221
-1,31472,20
-1,26918,56
-1,21491,196
-1,32192,109
-1,3483,129
-1,1222,226
1,30264,49
1,32236,4
1,17884,76
-1,10083,136
-1,4761,70
1,24362,176
-1,4684,37
-1,4146,220
1,11725,73
1,14764,241
1,21706,33
1,15709,161
1,32369,182
1,28568,244
1,18350,87
-1,30226,69
1,2433,254
-1,29082,217
-1,9688,175
-1,2707,249
-1,22818,153
-1,4723,53
-1,7623,144
1,24562,66
-1,26720,63
1,9634,234
1,16999,65
1,31342,249
-1,10105,28
1,3801,93
-1,5646,3
-1,10958,117
-1,22080,43
1,3140,34
-1,23235,20
-1,9005,20
1,16801,154
1,13645,252
1,26099,114
-1,23019,133
1,17387,239
1,25316,179
1,27801,45
1,11626,124
-1,27487,103
1,2617,96
-1,21839,177
1,31119,105
-1,23347,162
-1,29332,137
-1,16680,166
-1,26744,32
-1,16156,161
-1,12267,219
-1,20112,74
-1,1161,33
1,31921,159
-1,13336,239
1,3992,46
-1,3686,43
1,29138,29
1,8978,48
-1,2563,27
-1,329,72
1,21116,124
1,18516,136
-1,30927,132
-1,3349,202
1,31779,56
-1,31663,121
1,5819,182
-1,3218,96
1,32047,187
1,13285,226
-1,3460,32
-1,28543,76
-1,26909,115
1,10716,43
1,19055,9
-1,5879,88
-1,31133,155
-1,12181,120
1,3840,8
-1,27172,87
1,30631,213
-1,18999,13
-1,6834,210
1,17320,63
-1,12250,251
-1,20359,106
1,4348,243
1,6067,22
1,31687,21
-1,18394,48
1,17854,216
1,20939,110
1,6620,19
1,7273,184
1,24022,35
1,8234,236
1,22758,68
-1,19154,28
-1,7600,6
-1,19991,130
1,25575,234
1,6893,190
-1,12577,26
1,15306,25
1,21066,103
-1,10358,165
-1,10828,116
1,21936,224
1,20143,162
-1,17345,225
1,21400,74
-1,20709,102
-1,15288,107
-1,1643,110
1,9685,135
1,6846,138
1,15391,197
1,4956,180
1,5271,230
1,14860,101
-1,29066,68
1,3669,235
1,22171,88
-1,6103,77
-1,20636,232
-1,29357,36
1,22454,15
-1,23159,79
-1,21722,124
-1,8507,190
1,15380,242
1,26549,24
1,29442,235
-1,26930,246
1,16908,222
1,16737,171
-1,26735,16
-1,9728,186
1,12282,130
-1,13693,30
-1,21126,31
-1,12803,234
-1,13632,252
-1,14287,43
-1,14746,226
-1,5875,58
1,13105,35
-1,24085,174
1,29905,4
1,14318,26
1,8575,59
1,12537,198
1,24384,29
1,24460,212
1,20178,217
-1,18282,3
1,19594,19
1,31938,98
-1,32421,40
1,27945,191
-1,9863,178
-1,20676,160
1,26555,95
-1,5068,205
1,4984,23
-1,1972,129
-1,19301,150
-1,26472,168
-1,30283,248
1,31740,164
1,14601,188
-1,14131,73
1,23850,205
1,29534,227
-1,25210,165
-1,15634,49
-1,14744,159
1,9547,217
-1,4975,172
-1,28125,110
1,16674,192
1,18741,232
-1,18424,78
-1,3047,57
-1,6893,188
-1,1228,115
1,25003,61
1,11750,139
1,5711,0
-1,27650,26
1,24233,168
-1,29619,48
-1,18255,65
-1,25696,100
1,7522,73
1,1624,166
-1,20316,66
-1,4657,189
1,10556,65
-1,2040,6
1,20922,79
1,6308,159
-1,1205,166
1,17201,149
1,23662,221
-1,19953,209
-1,3731,124
1,29089,227
-1,20955,181
-1,12940,99
-1,910,134
-1,31366,100
1,18529,45
-1,22141,48
1,24686,185
1,31024,71
1,19132,34
1,14343,184
1,17517,229
-1,20561,128
1,12830,34
1,7945,82
1,4040,23
-1,7064,174
-1,21855,49
1,26988,243
1,20473,229
1,15185,44
-1,12549,234
-1,11205,210
1,25971,229
1,4055,19
1,5195,149
1,10362,242
1,19282,77
-1,25181,204
-1,26182,20
1,20253,245
-1,19376,2
-1,8204,200
-1,21,62
-1,22168,175
1,28879,247
1,14319,27
1,1953,212
1,10568,0
-1,17761,35
1,6258,198
-1,4264,146
1,23123,224
1,16858,95
1,20053,142
1,23311,81
-1,2891,135
1,18133,201
-1,23792,8
-1,15411,51
1,28342,127
-1,29354,71
-1,22464,232
1,7739,48
-1,32563,243
1,32610,83
1,14148,255
1,22159,180
1,22243,46
-1,31444,120
1,6189,238
-1,19083,161
1,2960,114
-1,13975,219
1,26457,37
-1,7638,58
1,15271,172
-1,30372,199
1,26605,79
-1,20243,42
-1,1668,119
1,30089,128
1,7892,112
1,8120,59
-1,24514,19
-1,12361,209
1,1180,45
-1,27629,116
1,22239,191
-1,21403,172
1,16494,210
-1,9419,15
-1,20835,98
1,27554,36
-1,2150,32
1,17164,87
-1,15813,12
1,10907,248
1,267,187
1,10277,108
-1,25940,64
1,5988,98
1,21331,90
1,30227,204
-1,1950,108
1,7952,0
1,3531,60
-1,1202,18
-1,32151,43
1,8414,64
1,24705,73
1,4783,9
-1,13691,71
1,296,55
-1,20850,240
-1,9030,159
1,8963,222
1,32220,23
1,2224,209
1,9532,228
1,14303,153
-1,3512,2
1,297,145
1,4378,39
-1,6440,116
-1,22630,93
-1,692,138
-1,11104,10
1,12895,43
-1,1886,188
1,32696,24
-1,7871,13
-1,23051,201
-1,25464,213
1,15875,56
-1,24848,119
1,6212,255
1,14705,57
-1,702,132
-1,28691,85
-1,28482,52
1,16577,51
-1,6246,130
-1,21555,224
-1,18910,230
-1,7530,238
-1,939,175
1,22693,40
1,29052,56
1,30190,255
-1,13870,183
1,11603,209
1,21105,5
1,610,251
-1,30841,67
1,16498,99
1,19109,156
-1,29482,192
-1,574,215
-1,30491,54
-1,7469,31
1,30487,84
-1,20426,96
1,733,37
1,4644,214
1,12946,66
1,27730,235
1,24716,83
1,28730,66
1,5534,108
1,2079,134
1,23866,39
-1,31454,131
1,11179,251
-1,14027,253
1,1307,40
1,2633,46
1,8525,19
1,18513,241
-1,18670,122
1,2070,144
-1,28314,175
1,12112,195
1,15626,190
-1,8138,51
-1,3676,132
-1,23274,90
1,2540,176
1,5483,55
-1,7838,30
1,5399,209
-1,29035,151
1,22784,254
-1,20177,158
-1,5046,62
-1,3896,249
1,17037,217
-1,32332,204
-1,17981,186
1,9547,22
-1,23353,251
1,10831,163
1,7286,159
-1,3621,204
1,7798,67
-1,4866,6
1,27824,57
1,20633,80
1,19289,240
1,18979,223
1,10389,4
-1,23265,145
-1,3294,108
-1,8704,132
-1,17830,120
1,17436,60
-1,23769,246
1,16481,79
-1,25519,251
1,7383,132
1,28574,213
1,25883,220
-1,20511,209
1,12323,77
-1,6616,18
-1,7374,9
1,17999,84
-1,17728,197
-1,32127,176
1,6047,25
1,6535,38
1,873,28
-1,30693,42
-1,10488,167
-1,1606,126
1,22139,255
-1,10614,111
-1,19296,210
-1,4378,195
1,25918,208
1,5871,11
1,11140,153
1,21777,235
1,669,238
1,23696,62
-1,13146,197
1,4339,69
1,24020,169
1,1639,73
1,28470,36
-1,22477,151
1,6495,225
-1,20928,1
-1,728,58
1,29691,64
-1,2030,251
-1,11028,102
-1,32270,45
1,11301,215
1,8762,200
1,14402,89
1,31568,243
-1,26317,14
-1,12433,66
1,19382,72
-1,11678,119
1,1576,181
1,7004,205
-1,19538,58
-1,5731,15
-1,20548,147
1,15634,34
-1,5548,55
1,3417,100
-1,5788,141
1,28740,63
1,6162,11
-1,19749,201
1,32647,23
1,17029,160
-1,11803,98
1,28283,0
-1,25658,170
1,32507,115
-1,11242,109
1,8738,85
-1,5296,189
1,4924,104
1,19095,234
1,10394,68
-1,11854,222
-1,13628,180
-1,21240,193
1,4441,1
-1,24164,240
1,17553,17
-1,14972,184
1,18414,114
1,25482,163
-1,11773,36
1,31266,206
1,23113,97
1,20916,127
-1,1220,65
1,5518,61
-1,9333,63
-1,25849,128
-1,3491,23
1,15568,7
1,7972,203
1,7189,171
-1,7015,174
1,26370,227
1,30941,111
-1,4864,204
-1,1091,156
1,13517,194
-1,21644,208
1,30050,62
1,17283,245
1,6874,0
1,16732,195
1,30139,226
1,4880,85
1,5992,241
-1,19283,191
1,31955,186
-1,11657,70
-1,31717,148
-1,22474,128
1,2138,72
1,17532,240
-1,5381,249
-1,28198,183
1,9147,47
1,10849,227
-1,5717,112
-1,6575,245
-1,9659,159
1,473,94
-1,30375,230
1,9555,66
-1,24341,157
-1,19409,99
-1,12149,90
-1,5486,145
1,10391,252
-1,17223,227
1,5267,205
-1,2572,155
-1,18446,214
-1,4855,128
-1,16176,24
1,13878,213
1,18597,233
1,18614,133
-1,25507,32
1,32755,100
-1,3003,77
1,5442,142
1,14474,171
-1,30347,96
1,28065,165
-1,9650,0
1,3859,113
-1,14577,96
1,12126,158
1,10144,115
1,2251,114
-1,4183,14
1,1881,101
-1,6005,203
1,24445,90
1,7073,84
1,29703,253
-1,19815,18
1,21134,74
-1,15713,50
1,10112,44
1,29154,221
-1,30994,131
-1,9580,227
1,20839,32
1,25769,27
-1,2463,143
-1,2820,171
-1,8958,246
-1,8750,106
-1,4741,42
1,26034,205
1,14765,126
1,10161,29
1,5204,162
1,24025,54
1,32267,120
-1,9402,14
-1,25683,197
1,3698,121
-1,16831,13
-1,27025,254
1,14148,236
-1,16793,253
1,12921,197
-1,6773,10
-1,25895,35
-1,8751,193
-1,4203,37
-1,15825,246
-1,27231,12
1,28552,42
-1,10346,36
-1,28888,10
-1,1160,203
1,24516,127
1,18930,176
1,15256,213
-1,27287,45
1,13836,120
-1,9851,139
1,28072,24
-1,4412,146
1,3286,67
-1,30149,132
1,26377,117
-1,2100,193
1,7509,186
-1,26774,4
1,17036,162
-1,5399,125
-1,14222,133
1,26472,13
1,14207,109
1,25188,74
-1,8041,45
-1,12253,131
-1,16928,14
1,3559,2
-1,25889,104
1,7801,230
-1,27275,97
-1,4707,35
1,25534,219
1,4788,190
1,21340,69
1,17934,186
-1,20065,185
-1,8622,50
1,2072,102
-1,8045,251
-1,20302,87
1,22852,0
-1,25948,175
-1,12076,118
1,17317,53
1,10225,150
-1,8997,234
1,15232,32
1,13430,54
-1,9112,191
-1,5013,8
-1,24665,75
-1,14392,139
1,8363,157
-1,9609,43
1,6607,86
1,20795,60
1,29624,89
1,3064,21
-1,29366,226
-1,6260,60
-1,2153,48
-1,23430,163
1,16149,166
-1,35,169
1,13041,152
-1,7123,191
1,22228,214
1,24903,78
-1,15960,121
1,26384,0
1,3576,102
1,27363,233
1,5336,11
1,14417,255
1,28782,135
1,24044,118
-1,16527,65
-1,25018,216
1,12522,103
-1,25287,3
-1,23366,191
-1,108,102
-1,27186,241
-1,17330,178
1,15322,132
-1,27576,138
-1,9295,210
-1,31531,157
-1,5364,171
1,31077,35
-1,27039,34
-1,30773,185
1,10095,185
1,8246,110
1,12768,140
1,9764,191
1,298,222
1,31932,20
1,32578,74
1,17000,206
1,17694,131
-1,9135,25
1,1705,164
-1,32719,114
-1,12941,185
-1,24231,16
1,15217,152
-1,9702,55
1,3599,107
-1,21500,215
-1,15429,161
-1,9324,88
1,1264,43
1,7248,0
1,26874,67
-1,758,169
-1,13180,117
1,31140,34
-1,15824,95
1,29520,54
1,6840,220
-1,2106,81
-1,24181,175
1,4698,243
1,4173,35
-1,11893,84
1,32004,1
1,23556,110
1,5942,142
1,3826,239
1,32211,249
-1,2757,139
-1,21580,16
1,15528,186
1,2737,1
-1,16105,242
1,16610,243
-1,23671,53
1,5155,159
1,16604,151
-1,32193,106
1,6610,226
1,7883,183
-1,16813,237
-1,11053,84
-1,5336,183
1,23125,48
1,32246,16
-1,15087,98
1,17184,221
-1,21267,150
1,12311,116
1,32458,123
1,5813,73
-1,1922,146
-1,3384,21
1,26281,50
-1,12533,145
1,18796,250
-1,18561,11
1,28773,248
1,16077,66
1,17761,208
-1,17583,69
-1,17644,194
-1,26310,186
1,14293,177
1,12730,101
-1,31854,135
-1,31782,140
-1,17940,131
-1,7766,172
-1,5427,125
1,25578,93
-1,29099,196
1,173,148
1,20933,35
1,7356,208
-1,1540,198
-1,17108,243
-1,26226,237
-1,20814,181
1,26451,186
1,23581,3
1,15463,248
1,25440,67
1,18636,57
1,2862,218
1,13935,8
1,2322,91
1,27810,135
1,16314,97
1,31913,167
-1,3746,136
1,1970,165
-1,25988,70
-1,12665,40
1,13764,149
-1,5403,94
1,4703,63
1,9670,245
-1,2391,114
1,29435,214
1,31607,48
1,20102,179
-1,5123,215
-1,26640,104
1,14270,213
1,14727,231
1,4477,150
-1,4170,34
1,15569,39
-1,28030,179
1,965,180
-1,16448,235
1,814,1
-1,1608,70
1,72,146
-1,25415,211
-1,11098,156
-1,8547,165
1,26637,1
-1,26616,164
1,21762,138
-1,8570,74
1,8039,159
-1,6442,160
-1,3863,164
-1,18320,168
-1,9379,50
-1,20860,216
-1,13148,55
1,10289,0
1,8024,17
-1,19614,47
-1,1997,199
-1,15747,144
-1,364,197
1,236,105
1,8896,160
1,31035,216
-1,3538,151
1,6768,162
1,31042,226
1,24050,56
-1,27683,172
1,18284,164
-1,24753,222
-1,27268,183
-1,14627,196
1,29411,191
-1,23959,201
-1,14291,250
1,20626,150
1,29180,137
-1,21942,6
-1,30551,231
1,12876,227
1,8013,52
1,1511,237
1,31980,151
-1,387,193
1,8570,122
1,27118,91
-1,25076,225
1,24616,231
-1,19204,218
1,1239,234
-1,20452,73
-1,17552,211
1,28997,158
-1,17303,102
1,7743,23
1,14100,141
-1,19285,125
-1,12744,48
1,7493,170
-1,15703,124
-1,4886,88
-1,21408,26
-1,5616,127
-1,19954,63
1,4135,215
-1,24746,63
1,2177,36
-1,18365,185
-1,3272,40
-1,30845,76
-1,22081,193
-1,479,209
-1,3790,177
-1,7691,18
1,29009,140
1,9488,43
-1,9527,58
1,22790,59
1,4584,196
-1,4832,91
-1,27518,190
1,5812,50
1,25663,45
-1,29139,218
1,3617,123
1,24816,71
-1,18565,1
1,5969,103
1,32342,237
-1,5451,92
-1,323,84
1,27942,106
1,5172,57
-1,25532,110
-1,29582,216
1,32353,98
1,15536,210
-1,12532,152
-1,31375,48
1,31267,118
-1,2763,124
-1,2292,152
1,30493,91
-1,29429,208
-1,13986,8
1,4993,159
-1,29178,228
-1,5993,239
1,11766,65
-1,8122,100
1,21141,183
-1,6328,41
-1,23727,252
1,9478,26
-1,18141,96
1,32510,208
-1,9993,162
1,7750,36
1,7920,140
-1,7350,35
-1,11353,70
1,17988,1
-1,921,16
-1,11283,56
-1,1518,47
1,115,224
-1,22223,39
-1,30360,185
-1,27408,64
-1,12431,218
1,7277,113
-1,6837,228
-1,16316,51
1,12744,197
-1,19415,175
-1,13908,131
1,1631,238
-1,3551,110
1,25909,199
-1,25816,221
1,5716,224
1,3326,86
1,5973,203
1,7910,125
-1,13008,183
1,2960,202
-1,3908,17
-1,27633,144
1,17800,81
-1,10895,191
-1,7721,37
-1,8966,72
1,30622,216
1,893,177
1,12099,121
-1,3752,186
-1,17442,159
1,1600,47
1,14376,0
-1,6221,45
-1,22559,170
1,23996,17
-1,2333,90
1,29634,255
1,16518,27
-1,7861,27
-1,1599,51
1,15641,184
-1,20173,227
1,19566,184
-1,23425,67
1,4117,102
1,9955,28
1,2664,240
-1,13901,108
1,18946,64
1,32174,19
-1,18745,96
1,16410,153
1,13034,3
-1,6341,42
1,30370,40
1,15189,41
1,28899,228
-1,28003,214
1,22747,96
1,25449,81
1,10660,55
-1,12544,177
1,26353,118
1,17693,235
1,11543,228
1,1994,193
1,25734,33
-1,2068,8
1,14071,231
-1,25621,15
-1,32148,165
1,13718,6
-1,12326,124
-1,15621,217
1,8910,29
1,23783,38
1,11723,76
1,26827,91
-1,5754,119
-1,8254,252
